,False: dropped,featureImportances
RMS_acc_X,False,0.0010541211510771374
RMS_acc_Y,False,0.0013395713968578317
RMS_acc_Z,False,0.000851372780359921
RMS_gyro_X,True,0.026452132812086977
RMS_gyro_Y,True,0.027836905453134875
RMS_gyro_Z,True,0.06290792234110161
RMS_acc_xyz,False,0.0011046065897939517
coef_acc_xy,False,0.0009363168687537658
coef_acc_xz,False,0.0030013769916428655
coef_acc_yz,False,0.0013871007421664896
coef_gyro_xy,True,0.024747210231344838
coef_gyro_xz,False,0.001580109973120781
coef_gyro_yz,False,0.002548147575993871
PB0-5acc_X,False,0.0013247480545994328
PB5-10acc_X,True,0.014339670631361589
PB10-15acc_X,False,0.0018070934929058724
PB15-20acc_X,False,0.0015929030308247116
PB20-25acc_X,False,0.0009697115125257324
PB25-30acc_X,False,0.0013008763462837307
PB30-35acc_X,False,0.0015666105011152343
PB35-40acc_X,False,0.0016782591242496766
PB40-45acc_X,False,0.0007916061956544298
PB45-50acc_X,False,0.0013031425301384182
PB0-5acc_Y,False,0.0009513494480358042
PB5-10acc_Y,False,0.001941373218074779
PB10-15acc_Y,False,0.0012823843707969104
PB15-20acc_Y,False,0.0016073226225348514
PB20-25acc_Y,False,0.0014803169481342243
PB25-30acc_Y,False,0.0017607667590126277
PB30-35acc_Y,False,0.002949608684274507
PB35-40acc_Y,False,0.0011812859537785132
PB40-45acc_Y,False,0.001561294177718164
PB45-50acc_Y,False,0.0016367268454046398
PB0-5acc_Z,False,0.0009222222873932453
PB5-10acc_Z,True,0.03284786887509707
PB10-15acc_Z,False,0.0008234845363865098
PB15-20acc_Z,False,0.0014257286674464052
PB20-25acc_Z,False,0.0009014289997812142
PB25-30acc_Z,False,0.0013778408337985742
PB30-35acc_Z,False,0.0016920032388028465
PB35-40acc_Z,False,0.001957433793495943
PB40-45acc_Z,False,0.0004048340322512163
PB45-50acc_Z,False,0.0015478044257293529
PB0-5gyro_X,False,0.0023911250681860094
PB5-10gyro_X,True,0.013479639642894087
PB10-15gyro_X,False,0.0027286239583780916
PB15-20gyro_X,False,0.0010213484912590552
PB20-25gyro_X,False,0.0011896824350729064
PB25-30gyro_X,False,0.001065976694008155
PB30-35gyro_X,False,0.001515433347034324
PB35-40gyro_X,False,0.002034337842417638
PB40-45gyro_X,False,0.0017622231308053828
PB45-50gyro_X,True,0.0104297849306697
PB0-5gyro_Y,False,0.0019305941555818019
PB5-10gyro_Y,True,0.025281683202907752
PB10-15gyro_Y,False,0.0015029905063889328
PB15-20gyro_Y,False,0.0012039286607698244
PB20-25gyro_Y,False,0.0017971441687950121
PB25-30gyro_Y,False,0.0019677268001674093
PB30-35gyro_Y,False,0.002768659366749451
PB35-40gyro_Y,False,0.0030308820222499718
PB40-45gyro_Y,False,0.0009101315664026314
PB45-50gyro_Y,False,0.0024495461668959354
PB0-5gyro_Z,False,0.002969528622573198
PB5-10gyro_Z,True,0.04231979967166535
PB10-15gyro_Z,True,0.017696949005424758
PB15-20gyro_Z,False,0.002291994794512803
PB20-25gyro_Z,True,0.016313404429544612
PB25-30gyro_Z,False,0.001624644149982519
PB30-35gyro_Z,True,0.01180806746828187
PB35-40gyro_Z,False,0.008442185981254628
PB40-45gyro_Z,False,0.002161085155397833
PB45-50gyro_Z,False,0.0024753473985346967
PB0-5acc_xyz,False,0.0023261720147078626
PB5-10acc_xyz,True,0.011873994867411848
PB10-15acc_xyz,False,0.0008128108508586002
PB15-20acc_xyz,False,0.0011505579410071602
PB20-25acc_xyz,False,0.0008029503579780244
PB25-30acc_xyz,False,0.0005875602339797824
PB30-35acc_xyz,False,0.0008771800484499978
PB35-40acc_xyz,False,0.0010609540133999598
PB40-45acc_xyz,False,0.0015833245339883742
PB45-50acc_xyz,False,0.001609577483483795
FE_acc_X,False,0.001318108333062897
FE_acc_Y,False,0.0030155720556323856
FE_acc_Z,False,0.0009759323917593022
FE_gyro_X,False,0.0019499808686242145
FE_gyro_Y,False,0.002645211948969699
FE_gyro_Z,False,0.0030913870786017424
FE_acc_xyz,False,0.0008309010275338076
En_acc_X,False,0.002852487713404593
En_acc_Y,False,0.002713962551251696
En_acc_Z,True,0.022603752988270772
En_gyro_X,True,0.024457762299133035
En_gyro_Y,True,0.014351017865909707
En_gyro_Z,True,0.025857083230931277
En_acc_xyz,False,0.002313611079239323
