1630561052.7768161,-8316,242,-1995,85,55,-184
1630561052.7768161,-8284,121,-1897,134,-121,-520
1630561052.7768161,-8235,-152,-1792,261,-195,-876
1630561052.7768161,-8216,-445,-1701,429,-258,-1377
1630561052.7768161,-8115,-897,-1538,530,-373,-1760
1630561052.7768161,-7928,-1415,-1326,599,-511,-2055
1630561052.7768161,-7682,-1938,-1147,581,-595,-2072
1630561052.7768161,-7426,-2655,-868,451,-581,-1755
1630561052.7768161,-7199,-3064,-665,322,-453,-1326
1630561052.7768161,-7104,-3352,-565,259,-236,-915
1630561052.7768161,-7136,-3557,-526,222,-23,-603
1630561052.7768161,-7177,-3581,-575,138,61,-356
1630561052.7768161,-7190,-3568,-610,53,36,-198
1630561052.7778127,-7184,-3540,-631,-12,46,-39
1630561052.7778127,-7215,-3454,-682,-54,99,127
1630561052.7778127,-7362,-3392,-703,-84,132,257
1630561052.7778127,-7450,-3336,-755,-17,118,330
1630561052.7778127,-7482,-3241,-753,29,136,304
1630561052.7778127,-7472,-3169,-755,46,113,194
1630561052.7778127,-7454,-3167,-737,16,94,163
1630561052.7778127,-7395,-3198,-692,6,100,184
1630561052.7778127,-7411,-3207,-673,-3,115,254
1630561052.7778127,-7437,-3201,-701,-93,159,569
1630561052.7778127,-7395,-2950,-730,-237,309,1293
1630561052.7778127,-7505,-2843,-704,-347,499,1914
1630561052.7778127,-7173,-2590,-760,-388,705,2557
1630561052.7778127,-7204,-1936,-944,-430,890,2630
1630561052.7778127,-7518,-1198,-1164,-485,1001,2763
1630561052.7778127,-7877,-366,-1598,-309,952,2337
1630561052.7778127,-8536,565,-2079,-163,752,1652
1630561052.7778127,-8627,1011,-2334,-52,431,730
1630561052.7778127,-8439,1214,-2355,84,127,-121
1630561052.7778127,-8242,1074,-2236,141,-11,-640
1630561052.7778127,-8282,725,-2117,222,-136,-1188
1630561052.7778127,-8385,365,-2022,310,-330,-1653
1630561052.7778127,-8110,-185,-1783,294,-457,-1878
1630561052.7778127,-7843,-932,-1432,283,-495,-1863
1630561052.7778127,-7688,-1604,-1192,141,-446,-1745
1630561052.7778127,-7460,-2071,-1112,6,-371,-1466
1630561052.7778127,-7281,-2451,-1131,-81,-234,-1121
1630561052.7778127,-7261,-2732,-1207,-160,-69,-804
1630561052.7778127,-7232,-2888,-1390,-214,30,-536
1630561052.7778127,-7451,-3009,-1463,-231,78,-286
1630561052.7778127,-7601,-2989,-1340,-110,75,-8
1630561052.7778127,-7539,-2797,-1285,132,59,134
1630561052.7778127,-7526,-2641,-1230,191,74,72
1630561052.7778127,-7558,-2590,-1157,154,55,56
1630561052.7778127,-7546,-2551,-1143,111,51,118
1630561052.7778127,-7551,-2517,-1229,5,73,112
1630561052.7778127,-7687,-2567,-1255,-52,42,110
1630561052.7778127,-7745,-2636,-1180,0,-4,153
1630561052.7788103,-7624,-2550,-1115,129,14,160
1630561052.7788103,-7600,-2421,-1152,183,96,114
1630561052.7788103,-7772,-2487,-1110,94,122,143
1630561052.7788103,-7871,-2494,-1087,113,82,330
1630561052.7788103,-7550,-2467,-1249,152,151,358
1630561052.7788103,-7509,-2283,-1428,176,253,167
1630561052.7788103,-7766,-2306,-1437,205,203,89
1630561052.7858303,-7871,-2296,-1530,190,37,91
1630561052.786792,-7876,-2352,-973,97,-168,101
1630561052.8959892,-7637,-2370,-705,-14,-209,48
1630561052.8979461,-7472,-2265,-755,-84,-56,-12
1630561052.8999333,-7545,-2126,-1015,-170,230,85
